Mother Prompt,Child Response,Raw Score,Extracted Score
"can you see it , Thomas ?",yes .,4,4.0
shall we dry it .,no .,2,2.0
what about your pen pal there at school ?,miss one .,3,3.0
what is that one ?,it's a tiger .,4,4.0
see how it's got a little sharp bit ?,huh .,2,2.0
what has happened to it ?,gone .,2,2.0
that's Thomas's face you've just scrubbed out .,through the big shadow .,3,3.0
are you showing me your feet ?,there .,2,2.0
who's this guy ?,an old lady .,1,1.0
they're not very well .,that's on the telly .,2,2.0
he's eating a biscuit .,naughty boy .,2,2.0
how many are there ?,one .,2,2.0
take them out your mouth .,i did .,3,3.0
where's your notebook ?,zero gone .,2,2.0
you'll grow into a big boy and then a man .,no .,2,2.0
so do you not want to go to Cwww Gwww's party then ?,yeah .,3,3.0
I give her a kiss too .,yeah .,3,3.0
you don't know ?,i'm full .,2,2.0
testing one two three .,five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen .,5,5.0
go and show the lady your toys then .,caroline .,2,2.0
I don't like your shop any more .,no .,1,1.0
and where did it take it to ?,in my .,2,2.0
twinkle twinkle little star .,how i .,2,2.0
yeah it's nice .,i want to be pink .,2,2.0
she does look nice .,yes .,3,3.0
I can't remember .,that,2,2.0
do you sell oil in your shop ?,yeah .,3,3.0
shall we give Purdie some lunch ?,yes .,4,4.0
would you find the bucket easier ?,yeah .,3,3.0
I think he's going to stay on the couch .,no .,2,2.0
does he want to go to bed ?,yeah .,3,3.0
all over the carpet .,there's a hole .,2,2.0
you want to ride the truck .,bottle .,0,0.0
he's not allowed on there .,why ?,3,3.0
get you a vest .,beebaa beebaa .,2,2.0
a chocolate Easter egg .,yeah .,2,2.0
"are you going to come and sit in your highchair and have some breakfast , Thomas ?",no .,2,2.0
have you seen Mummy do that ?,mhm .,2,2.0
you want Mommy to put it together ?,yeah .,4,4.0
do they have a tail ?,yup .,3,3.0
you don't know ?,mhm .,2,2.0
somebody's getting some new glasses .,who done them ?,3,3.0
but don't make any marks on it .,why ?,3,3.0
that's a legendary creature who was part lady and part fish .,a legendo .,3,3.0
used to like her doing that .,a blob and a blob of,2,2.0
it's not at the airport .,daddy's under the train .,1,1.0
the writing is black .,what is that .  .,2,2.0
I'll show you how to do it .,okay .,4,4.0
what kind of elephant do you think that is ?,blue .,2,2.0
you going to hide ?,yes .,3,3.0
now if you had a car like this what colors would you want it ?,blue .,3,3.0
turn it over ?,this way .,3,3.0
that was Amy coughing .,that's your fault .,2,2.0
"this one looks kind of clean like, it's got a little rosie patch doesn't it ?",mm .,2,2.0
yeah I think she might get it tomorrow .,she's going to,3,3.0
that looks really good that .,i want to go see it .,3,3.0
oh what are you doing down there ?,i'm climbing .,3,3.0
let's play puzzles .,want that .,3,3.0
"aren't we , ?",oh that in the bath .,2,2.0
yeah baby nap .,the baby want to take a nap .,4,4.0
she's a wonderful dog .,oh .,2,2.0
is that better ?,yeah .,4,4.0
I like Mr Happy better .,i like you very much .,3,3.0
under the chair .,under the chair .,4,4.0
do you know ?,yeah .,3,3.0
are you finished being silly now ?,yes .,3,3.0
maybe he's just tired .,why ?,2,2.0
you do it push it in darling .,no .,2,2.0
did you get them all out ?,what this ?,2,2.0
"that's right he chews the leaves doesn't he , that's it ?",oh he's moving the tissue .,2,2.0
nearly done now .,i want to do it again .,2,2.0
what color are Auntie's kitties ?,those are boys and girl .,2,2.0
Thomas Lastname don't be going to sleep on me now .,ahphss .,1,1.0
"that was a good one to have , wasn't it ?",look .,2,2.0
what are you going to do ?,blow .,1,1.0
a baby was born .,i writing down .,2,2.0
but you can still hear the washing machine buzzing .,no .,2,2.0
can I have .,i have one apple .,2,2.0
I don't know if you know what that one is .,r .,1,1.0
there's nothing stopping you .,put that in the wheelie bin .,1,1.0
there won't be time before we go to grandmas .,but they're not getting their toys because,2,2.0
round Mummy and round the seesaw .,seesaw .,3,3.0
what big naughty things ?,"oh , fraser .",2,2.0
you don't what ?,no .,2,2.0
what would she say for this ?,maisey .,2,2.0
you want to know why he gave this to you ?,why ?,2,2.0
who's this Nathaniel ?,who this ?,1,1.0
does your head do that ?,yeah .,3,3.0
where do you think it had gone ?,in your tummy .,3,3.0
I don't think we did .,i want to get another one out .,2,2.0
"I'm just saying what you said , Fraser .",what's that ?,3,3.0
what're you doing ?,i'm trying to do this .,3,3.0
I know it doesn't look anything like one but .,i know it's a chief .,3,3.0
does she not ?,no .,2,2.0
for a little while .,want some bottle ?,1,1.0
are you my friend ?,yes .,4,4.0
because if you don't you know what I'm going to do ?,no !,2,2.0
is it going up and down .,oh .,2,2.0
what's Georgie doing ?,georgie .,2,2.0
he's carrying him around .,what is this supposed to be ?,2,2.0
how come she looks like a teacher ?,because she looks like a teacher .,5,5.0
we know which ones aren't it .,they're green .,3,3.0
let's see what this is really quick .,cool .,4,4.0
how did you get in there ?,a helicopter .,2,2.0
"it reminds me of the Tesco clock tower does that , Thomas .",mummy's coach .,2,2.0
where did we get that anyway ?,in the high chair .,3,3.0
oh you want to post it through the postbox ?,mhm .,3,3.0
I gave them to you honey .,they keep their clothes in there .,3,3.0
what is she using here to knit ?,yeah .,1,1.0
is it dark outside ?,yeah .,2,2.0
well let's put them on the clock face .,apple .,0,0.0
which one is that ?,yes .,2,2.0
that's all of them .,yeah .,3,3.0
would you like a bone ?,i've got bones .,3,3.0
put it to dry .,there's another hot one there .,3,3.0
you're so good .,this go right here .,3,3.0
you be a clown .,can i be him ?,4,4.0
shall we try again .,yeah .,4,4.0
you tell me .,a horsie show .,3,3.0
I think Daddy's slicing it up .,no .,2,2.0
where've you seen them ?,yeah .,1,1.0
and sausage roll and pasta and cheese and coleslaw .,yes .,3,3.0
what else can you see ?,where's the kite ?,2,2.0
who went to Spencer's birthday with you ?,my daddy !,3,3.0
want to put a pretty bobble in your hair ?,this goes this .,3,3.0
and my Mummy's from Vietnam .,more i know .,3,3.0
well we were supposed to go to the Beehive and meet them there .,yeah .,3,3.0
oh here we go you know this one .,a .,1,1.0
you'll get me ?,yeah .,3,3.0
ask a silly question .,byebye one .,2,2.0
can you see that monkey ?,yeah .,4,4.0
no because I don't like pulling too hurt .,but i don't .,2,2.0
none of them are birds ?,yep .,3,3.0
he has only popped out for a few minutes .,i want to get a new,2,2.0
it could be my hands that were a bit damp .,,N/A,0.0
no no Firstname .,that's just a picture .,2,2.0
yes I think you were probably chasing Purdie and you decided to put your train behind the sofa .,yeah .,3,3.0
because he's telling her to stop .,stop .,2,2.0
that's Spot's lost bone .,where's spot's bone ?,3,3.0
what color is the horse ?,this one ?,3,3.0
we didn't go to Nana's .,no .,3,3.0
did you like Isabelle's party on Saturday ?,mhm .,2,2.0
now what about loading the other truck ?,i need .,2,2.0
can Child sing another song ?,he .,1,1.0
those are all steam trains .,yeah,3,3.0
and on Friday he ate how many ?,two .,4,4.0
I don't know .,they gone .,2,2.0
Daddy's got the car at work .,daddy .,3,3.0
we've made blue worms .,and chicken burger .,3,3.0
hi baby bird .,baby bird .,3,3.0
and what else did you do .,yes .,0,0.0
these ones are the same .,where did you find this ?,3,3.0
what shape is this ?,i'm going make an o .,3,3.0
chop up your meatball .,where's your cabbage ?,1,1.0
who's not very well ?,oh .,2,2.0
that's not cheese .,more cheese .,3,3.0
are we going to do some baking ?,yes .,4,4.0
I think he has run away home .,no .,2,2.0
and then you push the nose in .,here you go .,3,3.0
and you're going to be quick and do a nice present ?,yeah .,3,3.0
"and we went to lots of special cafes , didn't we ?",my comic .,1,1.0
he wouldn't let you play on the computer ?,i'm playing hide-and-seek .,2,2.0
do you know ?,no .,2,2.0
does that look better ?,yes .,4,4.0
you can get special seats for little babies .,i'm going to get special .,2,2.0
that means stay out of those cabinets .,a walk .,2,2.0
who's at the door ?,this is dada .,3,3.0
in Lwww's hair ?,yeah .,3,3.0
okay who's this ?,that a bear in the helicopter .,3,3.0
do I have Laura on it ?,and mom can sarah and my daddy had to go too .,2,2.0
whoops a daisy .,what's that ?,3,3.0
let's play catch .,is it gone ?,2,2.0
is she going to a party ?,yes .,4,4.0
shall we talk about animals ?,yeah .,4,4.0
now he comes across without it .,coming down without it .,3,3.0
"she went, ooh !",and i'm .,2,2.0
yeah all the doggies have gone from that house .,there's .,2,2.0
it's kind of hard to tell .,yeah .,3,3.0
there you are you can wipe your brush on that as well .,i haven't got my dish .,2,2.0
see you put all the people in here .,can you put people in there .,3,3.0
but you got ta wait .,you forgot one .,3,3.0
do you remember when you got it ?,i think i got it .,2,2.0
there would be a lot of fire .,a lot of fire in it .,3,3.0
it was a big dog .,yeah .,2,2.0
where's my head ?,there .,3,3.0
did we have an ice cream ?,no .,3,3.0
ooh we went for a walk in the rain .,i hit my head .,2,2.0
it's a giraffe .,that his neck .,3,3.0
oh my gosh what's he doing ?,um throwing a paper airplane out of his hand .,3,3.0
you go and get it ready downstairs .,but i don't want to get it on that one .,2,2.0
ah is it going through ?,yes it is .,4,4.0
his name is Herbert .,who's this ?,3,3.0
do you know what that white stuff is on there ?,what ?,2,2.0
are you baking ?,yeah .,4,4.0
play with Marissa's old toys ?,yeah .,4,4.0
did you buy something ?,yup .,3,3.0
you are a sillybilly .,yes .,3,3.0
you like big bang bang .,bang bang .,1,1.0
you better eat it .,i am going to get some fish .,2,2.0
oh are you going to give me some icecream ?,yeah .,3,3.0
Eleanor how many eyes .,one two three four .,1,1.0
a sailboat that's right .,a sailboat ?,3,3.0
"where is the car, okay, and now what do you do ?",drive the boat .,2,2.0
this is my trailer .,no .,1,1.0
they only fit one way .,i can't do it .,2,2.0
there we go .,here's a must haveche .,2,2.0
under the shade of the apple tree .,yeah .,2,2.0
oh my gosh .,i'm a bear .,1,1.0
you might need a telephone in the restaurant .,yes .,3,3.0
yeah go on .,oh .,2,2.0
that's not a Tyrannosaurus rex .,what's this ?,2,2.0
you can get hurt touching those .,want the cow to go in here .,1,1.0
they ride the car .,yeah .,2,2.0
we're going to have milk tonight at dinnertime .,yup .,2,2.0
clever girl bop bop .,bop .,3,3.0
is she full up .,a hungry ?,2,2.0
and that'll still fit you so we've got to make three piles .,but i'm making a big long line .,3,3.0
does it go there ?,yeah .,4,4.0
that's the cab .,that's the cab .,4,4.0
the yellow one .,where ?,2,2.0
and I know you like little books .,hm ?,2,2.0
a black one .,it doesn't stick .,2,2.0
I want you to tell her about this book .,it's a little .,2,2.0
let me see here .,oh .,3,3.0
you didn't do any pirate stuff ?,no .,2,2.0
and then at school we'll look for your raincoat .,yeah .,4,4.0
she's got x on the brain .,hm .,2,2.0
and one to the giraffe .,one to the giraffe .,1,1.0
where are they ?,on the fridge .,3,3.0
what do you say ?,thank you .,4,4.0
oh there it is .,man sit there .,2,2.0
what does your one have on it ?,a rabbit .,3,3.0
and finds the paddling pool .,yeah .,3,3.0
how about kissing noses ?,no .,2,2.0
now what about this little piggy went to market ?,yeah .,2,2.0
I know what you are looking for .,i'm looking for some things in that box .,3,3.0
well what kind of animals did you see at the zoo ?,i saw cherokee .,1,1.0
that wasn't very nice .,no .,2,2.0
you want them closed ?,that's a suitcase .,1,1.0
ah so big .,blue .  blues .  blues .  blues .,1,1.0
what's that book about ?,harry and .,2,2.0
what's that thing for ?,what is it ?,1,1.0
but do you know what I think ?,what ?,3,3.0
what is it ?,it's a bag .,3,3.0
do you like it ?,yes .,3,3.0
"see , there are all sorts of things here , Wanda .",look here !,2,2.0
should we change the girl's name ?,yes .,2,2.0
put it there for you .,"look , mummy .",3,3.0
he went on a boat .,boat .  panda .  macdonalds a boat .,2,2.0
shall I unscrew it ?,what's a other one ?  xylophone .,2,2.0
what's it for ?,i don't know .,2,2.0
oh this is Ali's juice .,thank you .,4,4.0
they're not there .,no .,2,2.0
that one's yellow .,yellow .,3,3.0
"he wasn't doing it on purpose , he really didn't see us .",hug .,2,2.0
k b yes bookb .,baaee knows all the books .,3,3.0
shall I give him a cuddle too ?,yeah .,4,4.0
put it on the table .,that crumb .,3,3.0
or do you want to go and do taekwondo ?,i want go and see pluto again .,0,0.0
I'll have the pink one .,i like pink .,4,4.0
I'm just putting this sticker on here .,.. .,3,3.0
want to do more ?,yeah .,3,3.0
come over here .,okay .,4,4.0
you sure can .,it's mine .,3,3.0
oops a daisy .,it didn't work .,2,2.0
can Mr Potato Head really fit in there ?,yeah .,3,3.0
you haven't actually .,yes .,3,3.0
"they um, when they're frightened or nervous um or they want something to get away from them like say a dog was really pestering them or something then they spray them with this this awful skunky smell .","and um they like to, people get away from them .",3,3.0
in the cup .,i am going to make a tower .,2,2.0
so we need to put our food away .,yeah .,3,3.0
you were trying to lick it off .,lick it off .,2,2.0
night night people .,night night people .,4,4.0
what is this ?,a bunny .,4,4.0
in the closet ?,right here .,4,4.0
but that's consistent .,well i,2,2.0
two and what ?,two and two .,3,3.0
"no , that's not Justin .",zebra .,2,2.0
"it's not going to drive over the wall , is it ?",we've got a lorry .,3,3.0
Purdie's back now .,no see .,2,2.0
"you did you fixed it , so now where are we flying ?",we're flying in the sky .,3,3.0
you're a nagger .,i'm not .,2,2.0
it's orange juice .,i don't like it .,2,2.0
when do you cry ?,in my room .,2,2.0
you got to put it away .,this way .,3,3.0
"we should probably get their bath in before that, huh ?",well .,2,2.0
"you love pears, don't you ?",i like pear .,3,3.0
sit next to me then .,no .,1,1.0
there were four of them .,huh ?,2,2.0
do you know why you're hungry ?,why ?,2,2.0
look at the color of this elephant .,it's a bottle .,1,1.0
I don't know .,what is it ?,2,2.0
Daddy's on holiday this week .,why ?,3,3.0
